"dataset","cluster","tf","deltaPagoda","n_targets","cor_score_targets"
"SevCOVID_Azimuthl2","pDC","ZBTB7A",-4.47082374731717,40,0.342687832434703
"SevCOVID_Azimuthl2","pDC","PLAG1",-4.41163992388508,40,0.405128992554434
"SevCOVID_Azimuthl2","pDC","ZFP3",-4.31992248881583,40,0.138436218662226
"SevCOVID_Azimuthl2","pDC","MEF2C",-4.31192907262438,40,0.621941631081537
"SevCOVID_Azimuthl2","pDC","IRF1",-4.24040013085924,40,0.349097252399113
"SevCOVID_Azimuthl2","pDC","ID2",-4.05365816598709,40,0.643793591277982
"SevCOVID_Azimuthl2","pDC","BHLHE40",-4.01787635703648,40,0.625153912260301
"SevCOVID_Azimuthl2","pDC","KLF10",-3.9872900877221,40,0.112820539275544
"SevCOVID_Azimuthl2","pDC","ETV3",-3.97621838202443,40,-0.00511360739749905
"SevCOVID_Azimuthl2","pDC","PRDM11",-3.93167132076681,40,0.523124831582602
"SevCOVID_Azimuthl2","pDC","CREB5",-3.91879879924839,40,0.0631865967668715
"SevCOVID_Azimuthl2","pDC","FOXP1",-3.8423889282837,34,0.0998852334052723
"SevCOVID_Azimuthl2","pDC","E2F7",-3.83694505285155,40,0.386315646370802
"SevCOVID_Azimuthl2","pDC","HIVEP1",-3.75724760705702,38,0.376571804681943
"SevCOVID_Azimuthl2","pDC","FOS",-3.68138996057436,40,0.762131970052656
"SevCOVID_Azimuthl2","pDC","ZFY",-3.63851329218332,40,0.611122770517791
"SevCOVID_Azimuthl2","pDC","EGR1",-3.40433160124655,40,0.869610794978673
"SevCOVID_Azimuthl2","pDC","MEF2D",-3.39305395836229,40,0.588008711579591
"SevCOVID_Azimuthl2","pDC","ATF5",-3.38170935837854,40,0.597438568615979
"SevCOVID_Azimuthl2","pDC","CREM",-3.38142870939438,40,0.69996610410198
"SevCOVID_Azimuthl2","pDC","FOXO4",-3.32242734646685,32,0.347818160190133
"SevCOVID_Azimuthl2","pDC","ZNF331",-3.21333065910356,40,0.759141271548323
"SevCOVID_Azimuthl2","pDC","ZNF335",-3.19211061496979,40,0.368161161187892
"SevCOVID_Azimuthl2","pDC","ASCL2",-3.09099743996398,40,0.685292214807136
"SevCOVID_Azimuthl2","pDC","MZF1",-3.02129845622616,24,0.748961972261806
"SevCOVID_Azimuthl2","pDC","ESR1",-3.01369345589654,40,0.72962883839941
"SevCOVID_Azimuthl2","pDC","ITGB2",-2.91442451316282,36,0.544400682894619
"SevCOVID_Azimuthl2","pDC","ZNF436",-2.91272255537209,22,0.426191727580155
"SevCOVID_Azimuthl2","pDC","POU4F1",-2.73195639073694,31,0.527479862741338
"SevCOVID_Azimuthl2","pDC","KLF2",-2.47738723181892,40,-0.220408881028736
"SevCOVID_Azimuthl2","pDC","E4F1",-2.43130618283932,26,0.660746911437332
"SevCOVID_Azimuthl2","pDC","MAFA",-2.29654971061153,40,0.517202062035866
"SevCOVID_Azimuthl2","pDC","BPTF",-2.17737648796393,20,0.545446964602608
"SevCOVID_Azimuthl2","pDC","ARID2",-2.16352454104872,40,0.574917945829682
"SevCOVID_Azimuthl2","pDC","CREBZF",-2.13794279250835,30,0.266624739332351
"SevCOVID_Azimuthl2","pDC","TFEB",-1.53646643108525,38,0.481543122136904
"SevCOVID_Azimuthl2","pDC","SP140",-1.43531706748109,20,-0.100904902129767
"SevCOVID_Azimuthl2","pDC","SPIB",-1.30892736416553,40,0.883798246274182
"SevCOVID_Azimuthl2","pDC","MYC",-1.2005266474367,40,-0.029044172090415
"SevCOVID_Azimuthl2","pDC","NFE2L2",-1.12830069790553,40,0.156909149282754
"SevCOVID_Azimuthl2","pDC","TCF7L2",1.7211390499113,40,0.176949211381739
"SevCOVID_Azimuthl2","pDC","POU5F1",1.73993615316663,40,0.618275411909507
"SevCOVID_Azimuthl2","pDC","ID1",1.81731703001145,40,-0.144849189047468
"SevCOVID_Azimuthl2","pDC","CEBPD",2.12915394820985,33,0.133672069780032
"SevCOVID_Azimuthl2","pDC","HIVEP3",2.71869153695168,40,-0.255396154135603
"SevCOVID_Azimuthl2","pDC","RORA",2.8183745102949,40,0.37621703570813
"SevCOVID_Azimuthl2","pDC","BCLAF1",2.84290752613791,40,0.00426669547463968
"SevCOVID_Azimuthl2","pDC","GRHL2",3.07191940710397,20,0.572333633955861
"SevCOVID_Azimuthl2","pDC","NFATC4",3.19723698537033,40,0.130321716680059
"SevCOVID_Azimuthl2","pDC","AHR",3.42386769488717,40,0.140011877219772
"SevCOVID_Azimuthl2","pDC","MTF1",3.60748514695785,40,-0.0416360885408195
"SevCOVID_Azimuthl2","pDC","SP100",3.82843968109327,40,0.0787513078900668
"SevCOVID_Azimuthl2","pDC","HESX1",3.96853157516453,40,0.163314320880359
"SevCOVID_Azimuthl2","pDC","HOXB2",4.05385554487407,40,0.368625811134605
"SevCOVID_Azimuthl2","pDC","ZFP28",4.07254204501544,27,0.234139268746829
"SevCOVID_Azimuthl2","pDC","ZBTB18",4.07751844965929,33,0.0549419126875654
"SevCOVID_Azimuthl2","pDC","IKZF1",4.38113129158793,30,0.495703201811989
"SevCOVID_Azimuthl2","pDC","VDR",4.43868902125542,40,-0.300910303624707
"SevCOVID_Azimuthl2","pDC","RUNX2",4.45134388682627,40,0.272545263313775
"SevCOVID_Azimuthl2","pDC","CEBPB",4.60341782043607,40,0.615833450669178
"SevCOVID_Azimuthl2","pDC","RUNX3",4.90971892246868,40,0.0410378274580443
"SevCOVID_Azimuthl2","pDC","ATF3",5.1281136510913,40,0.50379800957946
"SevCOVID_Azimuthl2","pDC","ZEB1",5.18421149411208,40,0.158354534706729
"SevCOVID_Azimuthl2","pDC","ARID3A",5.40407964846002,40,0.290565469760125
"SevCOVID_Azimuthl2","pDC","BCL11A",5.44377214487004,40,0.31019168024121
"SevCOVID_Azimuthl2","pDC","TCF4",5.66234066354394,40,0.261185858764866
"SevCOVID_Azimuthl2","pDC","REL",6.05943796538753,40,0.493884749091456
"SevCOVID_Azimuthl2","pDC","JUNB",6.06408345735544,40,-0.0240958868526399
"SevCOVID_Azimuthl2","pDC","MYBL2",6.09079892165627,40,0.344023943795321
"SevCOVID_Azimuthl2","pDC","TAF1",6.25191021266067,40,0.187717941217169
"SevCOVID_Azimuthl2","pDC","RUNX1",6.46397691048933,40,0.167391660577341
"SevCOVID_Azimuthl2","pDC","AR",6.70148097139364,40,0.530393028551453
"SevCOVID_Azimuthl2","pDC","NR3C1",6.84439443405566,40,0.0535594637832799
"SevCOVID_Azimuthl2","pDC","IRF7",7.2519736706017,40,0.844765708639721
"SevCOVID_Azimuthl2","pDC","TCF12",7.35145673146775,40,0.127895747506209
"SevCOVID_Azimuthl2","pDC","RXRA",7.67113022042988,40,0.141633114684055
"SevCOVID_Azimuthl2","pDC","IRF9",8.07706043057117,40,0.92808322186428
"SevCOVID_Azimuthl2","pDC","STAT2",9.66496808157319,40,0.836704554006453
"SevCOVID_Azimuthl2","pDC","STAT1",10.6368940669035,40,0.908821976437344
"SevCOVID_Azimuthl2","CD16_Mono","ZBTB7A",-6.06610101193462,40,0.635683872117546
"SevCOVID_Azimuthl2","CD16_Mono","KLF6",-5.77607684476093,40,0.472121569987785
"SevCOVID_Azimuthl2","CD16_Mono","EGR1",-5.47940896429929,40,0.533276042623512
"SevCOVID_Azimuthl2","CD16_Mono","KLF4",-4.9990509761125,40,0.502020973003244
"SevCOVID_Azimuthl2","CD16_Mono","MEF2C",-4.93383405449061,40,0.738128414392881
"SevCOVID_Azimuthl2","CD16_Mono","NR4A2",-4.3709791080618,40,0.390115905093551
"SevCOVID_Azimuthl2","CD16_Mono","E2F5",-4.33380895087073,40,0.309578997478914
"SevCOVID_Azimuthl2","CD16_Mono","FOXL2",-4.32245976195484,33,0.529525078895917
"SevCOVID_Azimuthl2","CD16_Mono","EGR3",-4.2593275534823,40,-0.00108198826527748
"SevCOVID_Azimuthl2","CD16_Mono","BHLHE40",-4.25385319890209,40,0.0233351823216723
"SevCOVID_Azimuthl2","CD16_Mono","RUNX3",-4.11045857132396,40,-0.157280411745187
"SevCOVID_Azimuthl2","CD16_Mono","RAD21",-3.94441328664275,40,0.532628634731076
"SevCOVID_Azimuthl2","CD16_Mono","BCL11A",-3.87911433891795,40,0.885955038925594
"SevCOVID_Azimuthl2","CD16_Mono","GTF2I",-3.87071620725376,40,0.287317684512582
"SevCOVID_Azimuthl2","CD16_Mono","CREB1",-3.70616115018094,40,0.443204965120739
"SevCOVID_Azimuthl2","CD16_Mono","ELF2",-3.5126021138151,40,0.730687447103217
"SevCOVID_Azimuthl2","CD16_Mono","MAFB",-3.47436448009788,40,0.411557044137798
"SevCOVID_Azimuthl2","CD16_Mono","KLF2",-3.30050548275014,40,0.0470534705804533
"SevCOVID_Azimuthl2","CD16_Mono","ATF5",-3.14426807767573,40,0.609167402915571
"SevCOVID_Azimuthl2","CD16_Mono","IRF8",-2.91484155251794,40,0.73322757245782
"SevCOVID_Azimuthl2","CD16_Mono","BDP1",-2.84950016749768,40,-0.109468260467916
"SevCOVID_Azimuthl2","CD16_Mono","CREB5",-2.58981279489571,40,0.670135167959129
"SevCOVID_Azimuthl2","CD16_Mono","CEBPD",-2.54631986068557,33,0.147728199834967
"SevCOVID_Azimuthl2","CD16_Mono","HIVEP1",-2.54387587462864,40,0.253300682011671
"SevCOVID_Azimuthl2","CD16_Mono","ETV7",-2.53757211306224,40,-0.0837732773350884
"SevCOVID_Azimuthl2","CD16_Mono","POU4F1",-2.52298739884744,25,0.695760552624949
"SevCOVID_Azimuthl2","CD16_Mono","ID1",-2.45018343833503,40,0.527430564150384
"SevCOVID_Azimuthl2","CD16_Mono","HOXB2",-2.39504456076967,40,0.194728979510017
"SevCOVID_Azimuthl2","CD16_Mono","SPI1",-2.35493135866231,40,0.468130100638536
"SevCOVID_Azimuthl2","CD16_Mono","BCLAF1",-2.2529321827486,40,0.254157951424617
"SevCOVID_Azimuthl2","CD16_Mono","STAT1",-2.14460821546639,40,0.899526466628116
"SevCOVID_Azimuthl2","CD16_Mono","TCF7L2",-2.14254629492978,40,0.454007680516137
"SevCOVID_Azimuthl2","CD16_Mono","BRCA1",-2.09544829707521,40,-0.0449074267263936
"SevCOVID_Azimuthl2","CD16_Mono","CEBPB",-2.05982277486568,40,0.786272730231271
"SevCOVID_Azimuthl2","CD16_Mono","RORA",-1.92824084573255,40,-0.0397232977082217
"SevCOVID_Azimuthl2","CD16_Mono","ZBTB14",-1.87531828434979,40,0.819445830817417
"SevCOVID_Azimuthl2","CD16_Mono","EGR2",-1.56830108094275,40,-0.302534571965532
"SevCOVID_Azimuthl2","CD16_Mono","IRF9",-1.50900039295281,40,0.617566702278247
"SevCOVID_Azimuthl2","CD16_Mono","FOXC1",-1.38853460982256,20,0.498381787803377
"SevCOVID_Azimuthl2","CD16_Mono","FOXP1",-1.38662021655214,40,-0.133627375466275
"SevCOVID_Azimuthl2","CD16_Mono","ESR1",-1.38174484060846,40,0.756355421875714
"SevCOVID_Azimuthl2","CD16_Mono","AHR",-1.3373337925442,40,0.238360083524174
"SevCOVID_Azimuthl2","CD16_Mono","KLF10",-1.32213783831099,40,-0.0376389794388059
"SevCOVID_Azimuthl2","CD16_Mono","ZBTB7C",-1.09540431567132,40,0.17354770025657
"SevCOVID_Azimuthl2","CD16_Mono","FOXP3",-1.0348909063427,40,0.575421304109886
"SevCOVID_Azimuthl2","CD16_Mono","NFATC2",-0.937360965755036,40,0.875233047910822
"SevCOVID_Azimuthl2","CD16_Mono","STAT2",-0.858284695103929,40,0.821305498575493
"SevCOVID_Azimuthl2","CD16_Mono","RARG",-0.818183669057161,40,0.602888478530082
"SevCOVID_Azimuthl2","CD16_Mono","XBP1",-0.806334658633661,40,0.781208744678338
"SevCOVID_Azimuthl2","CD16_Mono","REL",1.3580828391088,40,0.5050802985479
"SevCOVID_Azimuthl2","CD16_Mono","POU2F2",1.3729698507033,40,0.622995464714035
"SevCOVID_Azimuthl2","CD16_Mono","IRF1",1.41828715051526,40,0.691972548079289
"SevCOVID_Azimuthl2","CD16_Mono","ETS2",1.47038712229781,40,0.0532834901515367
"SevCOVID_Azimuthl2","CD16_Mono","TFEC",1.55663649929203,37,0.362602313471085
"SevCOVID_Azimuthl2","CD16_Mono","ITGB2",1.82235852960895,40,0.627021733296788
"SevCOVID_Azimuthl2","CD16_Mono","POU2F1",1.85247279373667,40,0.251293069672508
"SevCOVID_Azimuthl2","CD16_Mono","JUN",2.25201328357832,40,0.46402015534427
"SevCOVID_Azimuthl2","CD16_Mono","CUX1",2.32220223099036,40,0.212564037731281
"SevCOVID_Azimuthl2","CD16_Mono","PLAG1",2.47215495272281,40,0.265273969267138
"SevCOVID_Azimuthl2","CD16_Mono","JUND",2.55458467668218,40,0.404040273018986
"SevCOVID_Azimuthl2","CD16_Mono","FOSL2",2.56943020917177,40,0.329728464423955
"SevCOVID_Azimuthl2","CD16_Mono","NR1D1",2.70462315125006,27,0.233650705714377
"SevCOVID_Azimuthl2","CD16_Mono","ZFY",2.82435628502355,29,0.223846233531751
"SevCOVID_Azimuthl2","CD16_Mono","FOSB",2.89930538176271,40,0.543171080289718
"SevCOVID_Azimuthl2","CD16_Mono","NR4A1",2.9436631062885,40,0.274985497699635
"SevCOVID_Azimuthl2","CD16_Mono","ATF4",3.12747387337358,40,0.276891555323585
"SevCOVID_Azimuthl2","CD16_Mono","NFIL3",3.232669571164,30,0.183124788288147
"SevCOVID_Azimuthl2","CD16_Mono","STAT3",3.36644032587336,40,0.231036799424011
"SevCOVID_Azimuthl2","CD16_Mono","NFE2",3.48069924882969,40,0.101629931310058
"SevCOVID_Azimuthl2","CD16_Mono","MXI1",3.57215565184276,40,0.202719326372129
"SevCOVID_Azimuthl2","CD16_Mono","HIF1A",3.92107203393769,40,0.701630333155095
"SevCOVID_Azimuthl2","CD16_Mono","NFKB2",4.06317304024735,40,0.336281436190336
"SevCOVID_Azimuthl2","CD16_Mono","ATF3",4.17575604843891,40,0.60402441517503
"SevCOVID_Azimuthl2","CD16_Mono","HES4",4.68116930055205,40,0.15377454615396
"SevCOVID_Azimuthl2","B_intermediate","JUND",-4.71202223246144,40,0.529646394000505
"SevCOVID_Azimuthl2","B_intermediate","ZNF274",-3.4876539673531,40,0.343422170939986
"SevCOVID_Azimuthl2","B_intermediate","POU2F2",-3.3994976233229,40,0.749963456578382
"SevCOVID_Azimuthl2","B_intermediate","BCL11A",-3.21250309560089,40,0.317538103266047
"SevCOVID_Azimuthl2","B_intermediate","IRF4",-3.17812187874618,40,0.613291191415628
"SevCOVID_Azimuthl2","B_intermediate","E2F1",-3.09057963998284,40,0.574532514163703
"SevCOVID_Azimuthl2","B_intermediate","EGR4",-3.06248929531577,40,0.600902510579156
"SevCOVID_Azimuthl2","B_intermediate","BCLAF1",-2.99873161503299,40,0.712641100406047
"SevCOVID_Azimuthl2","B_intermediate","KLF2",-2.71738633318436,40,0.223465986173286
"SevCOVID_Azimuthl2","B_intermediate","NR4A2",-2.48766796710132,40,0.528656231884669
"SevCOVID_Azimuthl2","B_intermediate","BACH1",-2.47370638436986,40,0.533364868221129
"SevCOVID_Azimuthl2","B_intermediate","E2F7",-2.4287397780618,40,0.630153840562171
"SevCOVID_Azimuthl2","B_intermediate","KLF10",-2.34514270578971,40,0.864662919528357
"SevCOVID_Azimuthl2","B_intermediate","RORA",-2.28194939935783,40,0.777914235815819
"SevCOVID_Azimuthl2","B_intermediate","TCF4",-2.28056053381738,40,0.429197548601434
"SevCOVID_Azimuthl2","B_intermediate","SP100",-2.21449834249831,40,0.364336728337916
"SevCOVID_Azimuthl2","B_intermediate","NFIX",-2.15326412544074,21,0.46618133491078
"SevCOVID_Azimuthl2","B_intermediate","TFEC",-2.13627434763616,40,0.549151758048047
"SevCOVID_Azimuthl2","B_intermediate","MEF2C",-1.89920940031915,40,0.58439080996815
"SevCOVID_Azimuthl2","B_intermediate","SMARCA5",-1.83784612998123,40,0.337044652505641
"SevCOVID_Azimuthl2","B_intermediate","ZNF331",-1.83526557899143,35,0.714112845559204
"SevCOVID_Azimuthl2","B_intermediate","KLF13",-1.81552883003677,40,0.700637606986628
"SevCOVID_Azimuthl2","B_intermediate","FOXP1",-1.77675262226017,40,0.449928269543224
"SevCOVID_Azimuthl2","B_intermediate","SPIB",-1.74722531743673,40,0.605797485443866
"SevCOVID_Azimuthl2","B_intermediate","ZNF148",-1.72843956209007,40,0.534567838154387
"SevCOVID_Azimuthl2","B_intermediate","HIF1A",-1.72097236162816,30,0.538860998832454
"SevCOVID_Azimuthl2","B_intermediate","HES4",-1.69565549387447,40,0.709859191282886
"SevCOVID_Azimuthl2","B_intermediate","ITGB2",-1.61832931099592,40,0.581607847340943
"SevCOVID_Azimuthl2","B_intermediate","FOXJ3",-1.60574970432591,40,0.652517097712237
"SevCOVID_Azimuthl2","B_intermediate","SCX",-1.59792277571851,40,0.758031190567557
"SevCOVID_Azimuthl2","B_intermediate","FOSB",-1.5856165713088,40,0.717760339944686
"SevCOVID_Azimuthl2","B_intermediate","YY1",-1.56923544548002,40,0.886194171857588
"SevCOVID_Azimuthl2","B_intermediate","ATF4",-1.5515204043159,40,0.735274054592053
"SevCOVID_Azimuthl2","B_intermediate","RBPJ",-1.52563045102922,20,0.617715381659495
"SevCOVID_Azimuthl2","B_intermediate","HIVEP1",-1.5184473719309,24,0.712993102445631
"SevCOVID_Azimuthl2","B_intermediate","NR3C1",-1.51754894024991,40,0.546504039002827
"SevCOVID_Azimuthl2","B_intermediate","PAX5",-1.4840205149627,40,0.326857136686619
"SevCOVID_Azimuthl2","B_intermediate","NR4A1",-1.40226258926681,40,0.666503417435439
"SevCOVID_Azimuthl2","B_intermediate","JUNB",-1.38267829600046,40,0.630162005218532
"SevCOVID_Azimuthl2","B_intermediate","CREB3L2",-1.28975384283125,40,0.782587579766717
"SevCOVID_Azimuthl2","B_intermediate","ETS2",-1.28109335185037,40,0.689824704827919
"SevCOVID_Azimuthl2","B_intermediate","ZNF816",-1.2344012174691,31,0.245511348477278
"SevCOVID_Azimuthl2","B_intermediate","SMARCB1",-1.20371332701368,40,0.822059874322235
"SevCOVID_Azimuthl2","B_intermediate","ELF1",-1.17456966415613,40,0.759950806628542
"SevCOVID_Azimuthl2","B_intermediate","CHD2",-1.15247503447593,40,0.219352447935172
"SevCOVID_Azimuthl2","B_intermediate","MEF2A",-1.13540250698648,40,-0.0262034110880774
"SevCOVID_Azimuthl2","B_intermediate","ELF2",-1.10120033625582,40,0.179112675681676
"SevCOVID_Azimuthl2","B_intermediate","NFKB2",-1.07773948484276,40,0.542622535030985
"SevCOVID_Azimuthl2","B_intermediate","KLF6",-1.06465331802497,40,0.784672332587014
"SevCOVID_Azimuthl2","B_intermediate","EGR2",-1.05598568267641,40,0.867764435441667
"SevCOVID_Azimuthl2","B_intermediate","BACH2",-1.04824157548545,40,0.889785040400563
"SevCOVID_Azimuthl2","B_intermediate","IKZF3",-1.03748630239885,24,0.520691214540041
"SevCOVID_Azimuthl2","B_intermediate","YBX1",-0.970289093840985,34,0.610651637026769
"SevCOVID_Azimuthl2","B_intermediate","FOXO6",-0.958291611834366,36,0.668209830614986
"SevCOVID_Azimuthl2","B_intermediate","ATF5",-0.956898516806034,40,0.534291556718156
"SevCOVID_Azimuthl2","B_intermediate","ARID3B",-0.916012432977596,28,0.354692162166931
"SevCOVID_Azimuthl2","B_intermediate","ID3",-0.911949511546702,40,0.820165542358369
"SevCOVID_Azimuthl2","B_intermediate","MLXIP",-0.87406605499927,40,0.577148233023507
"SevCOVID_Azimuthl2","B_intermediate","KLF7",-0.859996573476566,40,0.770513238200162
"SevCOVID_Azimuthl2","B_intermediate","ID1",-0.85233633089018,40,0.6780312537778
"SevCOVID_Azimuthl2","B_intermediate","AIRE",-0.818221681649358,20,0.430720388700853
"SevCOVID_Azimuthl2","B_intermediate","NFATC3",-0.784253685200954,40,0.493590613068244
"SevCOVID_Azimuthl2","B_intermediate","PBX1",-0.701339453766594,23,0.517583245914445
"SevCOVID_Azimuthl2","B_intermediate","MYBL2",-0.687330046950781,40,0.261085167110763
"SevCOVID_Azimuthl2","B_intermediate","REST",-0.643924384427833,40,0.733073152950615
"SevCOVID_Azimuthl2","B_intermediate","MAFB",0.955962697241156,40,0.275763638992608
"SevCOVID_Azimuthl2","B_intermediate","EGR1",1.09938800870071,40,0.470060863562535
"SevCOVID_Azimuthl2","B_intermediate","IRF8",1.28055142470664,40,0.204299455364745
"SevCOVID_Azimuthl2","B_intermediate","REL",1.34766895590257,40,0.100913045619622
"SevCOVID_Azimuthl2","B_intermediate","SP140",1.35414990725855,20,0.211756025318863
"SevCOVID_Azimuthl2","B_intermediate","ZBTB14",1.58776789186827,40,-0.022461759778427
"SevCOVID_Azimuthl2","B_intermediate","CEBPD",1.62745157879732,30,0.141450169390282
"SevCOVID_Azimuthl2","B_intermediate","BCL6",1.6544003551919,40,0.217025520872154
"SevCOVID_Azimuthl2","B_intermediate","KLF3",1.91514024480313,40,0.56409176230947
"SevCOVID_Azimuthl2","B_intermediate","STAT1",2.16909949306027,40,0.793184118531847
"SevCOVID_Azimuthl2","B_intermediate","ZBTB4",2.29405101401933,40,-0.229826780230891
"SevCOVID_Azimuthl2","B_intermediate","IRF1",2.32408473081038,40,0.657399562216393
"SevCOVID_Azimuthl2","B_intermediate","ETS1",2.88098816714678,40,0.493371089162525
"SevCOVID_Azimuthl2","B_intermediate","IRF9",2.88255730833028,40,0.226155977068377
"SevCOVID_Azimuthl2","B_intermediate","MYC",3.01066565729899,40,-0.0822388962648804
"SevCOVID_Azimuthl2","B_intermediate","IRF7",3.38423013328184,40,0.711614855776613
"SevCOVID_Azimuthl2","B_intermediate","ARID3A",3.55071571771379,40,-0.286845316371216
"SevCOVID_Azimuthl2","B_intermediate","HES1",3.88032579619771,40,-0.260600028497284
"SevCOVID_Azimuthl2","B_intermediate","STAT2",4.26499323562494,40,-0.119962900854998
"MilCOVID_Azimuthl2","pDC","IRF1",-3.67394387364756,40,-0.128362259303581
"MilCOVID_Azimuthl2","pDC","RREB1",-2.99174829869514,40,-0.0491878621888804
"MilCOVID_Azimuthl2","pDC","NR4A1",-2.60857262510576,40,-0.202327730622017
"MilCOVID_Azimuthl2","pDC","NR4A3",-2.52160370072051,40,0.1665103145576
"MilCOVID_Azimuthl2","pDC","TAL1",-2.44995868314155,40,0.313677857812084
"MilCOVID_Azimuthl2","pDC","EBF1",-2.28989542695771,40,-0.194328372897489
"MilCOVID_Azimuthl2","pDC","MEF2C",-2.2852134670981,40,0.424924392184081
"MilCOVID_Azimuthl2","pDC","EGR1",-2.25977094655597,40,0.784358998520416
"MilCOVID_Azimuthl2","pDC","XBP1",-1.85087306753746,40,-0.080632864462942
"MilCOVID_Azimuthl2","pDC","MYBL2",-1.82901763885341,40,0.0411339190179082
"MilCOVID_Azimuthl2","pDC","KLF10",-1.71687934866648,40,0.163312683167542
"MilCOVID_Azimuthl2","pDC","CHD2",-1.70964014454372,40,0.490597856066943
"MilCOVID_Azimuthl2","pDC","TCF7L2",-1.60204946634163,40,0.535161494230777
"MilCOVID_Azimuthl2","pDC","NR3C1",-1.55870497552799,40,0.552523052888317
"MilCOVID_Azimuthl2","pDC","REL",-1.4367574801415,40,-0.0633462113815437
"MilCOVID_Azimuthl2","pDC","STAT3",-1.39633334227789,40,0.556066126483245
"MilCOVID_Azimuthl2","pDC","BCLAF1",-1.3724070673114,40,-0.124480716097308
"MilCOVID_Azimuthl2","pDC","PPARA",-1.36294434277793,40,0.530415947078414
"MilCOVID_Azimuthl2","pDC","ITGB2",-1.35490268712919,34,0.04616633858954
"MilCOVID_Azimuthl2","pDC","ZNF320",-1.20486444367907,40,0.664118017719551
"MilCOVID_Azimuthl2","pDC","ZEB1",-1.17067471136641,40,0.181424692105211
"MilCOVID_Azimuthl2","pDC","VDR",-1.15064969480515,40,0.510336670682216
"MilCOVID_Azimuthl2","pDC","ARNTL",-1.09952212551045,40,0.644239552016843
"MilCOVID_Azimuthl2","pDC","ID2",-1.0057755415276,40,0.473887736861492
"MilCOVID_Azimuthl2","pDC","PRDM11",-0.976732283479115,33,0.300588307598155
"MilCOVID_Azimuthl2","pDC","INSM1",-0.926538624891615,27,0.504619940860454
"MilCOVID_Azimuthl2","pDC","E2F7",-0.885918685242958,40,0.59821366138257
"MilCOVID_Azimuthl2","pDC","KLF2",-0.854030402107794,40,-0.0435362763123268
"MilCOVID_Azimuthl2","pDC","RUNX3",-0.84633854179966,40,0.260527371115095
"MilCOVID_Azimuthl2","pDC","FOSB",-0.840265462660496,40,0.257916832099749
"MilCOVID_Azimuthl2","pDC","ID1",-0.832541615387193,40,0.28545797886826
"MilCOVID_Azimuthl2","pDC","NFE2L2",-0.827753677988384,40,-0.0428860321619841
"MilCOVID_Azimuthl2","pDC","RXRA",-0.792845505587341,40,0.275183762702322
"MilCOVID_Azimuthl2","pDC","ZFY",-0.739005475972273,40,0.356227810966216
"MilCOVID_Azimuthl2","pDC","FOXO4",1.17096014580085,40,0.337902639883673
"MilCOVID_Azimuthl2","pDC","JUN",1.42861862231758,40,0.791159269375792
"MilCOVID_Azimuthl2","pDC","HIVEP1",1.49456889760756,40,0.310633225045636
"MilCOVID_Azimuthl2","pDC","IRF4",1.56446485451836,40,0.878283419192522
"MilCOVID_Azimuthl2","pDC","NFAT5",1.77757366908083,34,0.397089400402777
"MilCOVID_Azimuthl2","pDC","CREB5",1.88541799475499,40,0.687148294912019
"MilCOVID_Azimuthl2","pDC","FOXP1",2.10241264659629,40,0.615519040858003
"MilCOVID_Azimuthl2","pDC","SP100",2.47059371258949,27,0.590602776725802
"MilCOVID_Azimuthl2","pDC","ZBTB18",2.48013077899105,39,0.0410378964442363
"MilCOVID_Azimuthl2","pDC","ZFP28",2.49727091919491,30,0.667136752281482
"MilCOVID_Azimuthl2","pDC","BCL11A",2.51819427828849,40,0.5723397613341
"MilCOVID_Azimuthl2","pDC","SRF",2.56332223038101,40,0.647235775062539
"MilCOVID_Azimuthl2","pDC","KLF13",2.6726274247167,40,0.479934569182372
"MilCOVID_Azimuthl2","pDC","RUNX2",2.81662404930694,40,0.146038580754486
"MilCOVID_Azimuthl2","pDC","IKZF1",2.89545345061884,37,0.315284941010863
"MilCOVID_Azimuthl2","pDC","HES4",3.1811597526195,40,0.709786513131485
"MilCOVID_Azimuthl2","pDC","ASCL2",3.30124542488912,40,0.698938153693094
"MilCOVID_Azimuthl2","pDC","RUNX1",3.33569188263773,40,0.554041086106948
"MilCOVID_Azimuthl2","pDC","POU2F2",3.50532813733334,40,0.401559629719425
"MilCOVID_Azimuthl2","pDC","FOS",3.55623341446032,40,0.643005203746155
"MilCOVID_Azimuthl2","pDC","AR",3.61606888224912,40,0.305540442735783
"MilCOVID_Azimuthl2","pDC","JUNB",3.65523903736048,40,0.730891756860484
"MilCOVID_Azimuthl2","pDC","SIN3A",4.19113670768065,40,0.61972550692249
"MilCOVID_Azimuthl2","pDC","POLR2A",4.27639290390452,40,0.711613930285619
"MilCOVID_Azimuthl2","pDC","IRF7",4.49940163237794,40,0.761126715332713
"MilCOVID_Azimuthl2","pDC","TCF12",4.5440525625585,40,0.845563229171419
"MilCOVID_Azimuthl2","pDC","IRF9",4.63278225494823,40,0.888545881557948
"MilCOVID_Azimuthl2","pDC","STAT2",5.84512940664347,40,0.85026953058309
"MilCOVID_Azimuthl2","pDC","STAT1",6.82735878569064,40,0.889145325384045
"MilCOVID_Azimuthl2","cDC2","PAX5",-3.25827513280018,40,-0.0278124871611267
"MilCOVID_Azimuthl2","cDC2","FOXD4L1",-2.87514722440807,40,0.764281868243605
"MilCOVID_Azimuthl2","cDC2","SNAI1",-1.54038123007601,40,0.218185211883896
